Strongest,Strong,Weak,Weakest,Super_Weak,median_alpha,n_x,median_ntail,Not_Scale_Free,prob_a,n_nodes,iteration,n_y,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc,fp_gml
False,False,False,False,False,2.620000000000001,8000.0,1561.0,True,0.01,8000,1,8000.0,2.620000000000001,3.0,1561.0,-3267.981661739489,0.001,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.01_iteration_1.csv
False,False,True,True,False,2.740000000000001,8000.0,957.0,False,0.01,8000,10,8000.0,2.740000000000001,4.0,957.0,-2197.7948623321395,0.101,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_10.csv
True,True,True,True,True,2.8200000000000016,8000.0,198.0,False,0.01,8000,11,8000.0,2.8200000000000016,9.0,198.0,-612.4058556218264,0.455,1.0,0.0,0.0,0.0,degree_8000_prob_a_0.01_iteration_11.csv
False,False,True,True,False,2.8800000000000017,8000.0,470.0,False,0.01,8000,12,8000.0,2.8800000000000017,6.0,470.0,-1229.5108967567944,0.62,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_12.csv
False,False,True,True,False,2.680000000000001,8000.0,1609.0,False,0.01,8000,13,8000.0,2.680000000000001,3.0,1609.0,-3275.610250555322,0.324,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_13.csv
False,False,False,False,False,2.6300000000000017,8000.0,1627.0,True,0.01,8000,14,8000.0,2.6300000000000017,3.0,1627.0,-3385.8098823176424,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.01_iteration_14.csv
False,False,True,True,False,2.9000000000000017,8000.0,474.0,False,0.01,8000,15,8000.0,2.9000000000000017,6.0,474.0,-1232.742543074109,0.962,2.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_15.csv
False,False,True,True,False,2.8500000000000014,8000.0,678.0,False,0.01,8000,16,8000.0,2.8500000000000014,5.0,678.0,-1660.229866475739,0.115,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_16.csv
False,False,True,True,False,2.650000000000001,8000.0,1548.0,False,0.01,8000,17,8000.0,2.650000000000001,3.0,1548.0,-3197.932935074208,0.212,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.01_iteration_17.csv
False,False,True,True,False,2.8800000000000017,8000.0,493.0,False,0.01,8000,18,8000.0,2.8800000000000017,6.0,493.0,-1291.4700970744132,0.102,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_18.csv
False,False,True,True,False,2.830000000000002,8000.0,641.0,False,0.01,8000,19,8000.0,2.830000000000002,5.0,641.0,-1578.9770883515507,0.61,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_19.csv
False,False,False,False,False,2.7100000000000017,8000.0,996.0,True,0.01,8000,2,8000.0,2.7100000000000017,4.0,996.0,-2319.810301667228,0.1,2.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_2.csv
False,False,True,True,False,3.190000000000002,8000.0,245.0,False,0.01,8000,20,8000.0,3.190000000000002,9.0,245.0,-691.1178490581592,0.997,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_20.csv
False,False,True,True,False,2.8500000000000014,8000.0,678.0,False,0.01,8000,21,8000.0,2.8500000000000014,5.0,678.0,-1659.5256849882148,0.958,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_21.csv
False,False,True,True,False,2.7700000000000014,8000.0,963.0,False,0.01,8000,22,8000.0,2.7700000000000014,4.0,963.0,-2184.529723675809,0.885,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_22.csv
False,False,True,True,False,2.930000000000001,8000.0,477.0,False,0.01,8000,23,8000.0,2.930000000000001,6.0,477.0,-1227.4779121040203,0.343,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_23.csv
False,False,False,False,False,2.5000000000000013,8000.0,3011.0,True,0.01,8000,24,8000.0,2.5000000000000013,2.0,3011.0,-5304.293468796159,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.01_iteration_24.csv
False,False,False,False,False,2.660000000000001,8000.0,1628.0,True,0.01,8000,25,8000.0,2.660000000000001,3.0,1628.0,-3352.785004138156,0.002,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.01_iteration_25.csv
False,False,True,True,False,2.8600000000000017,8000.0,663.0,False,0.01,8000,26,8000.0,2.8600000000000017,5.0,663.0,-1614.1569756935637,0.873,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_26.csv
False,False,True,True,False,2.9200000000000017,8000.0,473.0,False,0.01,8000,27,8000.0,2.9200000000000017,6.0,473.0,-1222.6962475376467,0.464,1.0,2.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_27.csv
False,False,True,True,False,2.8800000000000017,8000.0,680.0,False,0.01,8000,28,8000.0,2.8800000000000017,5.0,680.0,-1644.8971227863567,0.818,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_28.csv
False,False,True,True,False,2.790000000000002,8000.0,968.0,False,0.01,8000,29,8000.0,2.790000000000002,4.0,968.0,-2179.962437292656,0.367,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_29.csv
False,False,True,True,False,2.8400000000000016,8000.0,480.0,False,0.01,8000,3,8000.0,2.8400000000000016,6.0,480.0,-1272.5353991574175,0.493,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_3.csv
False,False,True,True,False,2.9000000000000017,8000.0,489.0,False,0.01,8000,30,8000.0,2.9000000000000017,6.0,489.0,-1272.090455503993,0.903,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_30.csv
False,False,True,True,False,2.8500000000000014,8000.0,659.0,False,0.01,8000,4,8000.0,2.8500000000000014,5.0,659.0,-1610.9560336154868,0.189,2.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_4.csv
False,False,True,True,False,2.7500000000000018,8000.0,950.0,False,0.01,8000,5,8000.0,2.7500000000000018,4.0,950.0,-2172.31581807289,0.311,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_5.csv
False,False,True,True,False,2.8500000000000014,8000.0,466.0,False,0.01,8000,6,8000.0,2.8500000000000014,6.0,466.0,-1231.6949502460195,0.603,2.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_6.csv
False,False,True,True,False,2.740000000000001,8000.0,965.0,False,0.01,8000,7,8000.0,2.740000000000001,4.0,965.0,-2218.646339221669,0.292,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_7.csv
False,False,True,True,False,2.8000000000000016,8000.0,638.0,False,0.01,8000,8,8000.0,2.8000000000000016,5.0,638.0,-1587.121857716786,0.321,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.01_iteration_8.csv
False,False,False,False,False,2.610000000000001,8000.0,1561.0,True,0.01,8000,9,8000.0,2.610000000000001,3.0,1561.0,-3276.689780794495,0.007,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.01_iteration_9.csv
False,False,True,True,False,3.110000000000002,8000.0,217.0,False,0.02,8000,1,8000.0,3.110000000000002,11.0,217.0,-669.4719710515053,0.382,2.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_1.csv
False,False,True,True,False,2.8600000000000017,8000.0,779.0,False,0.02,8000,10,8000.0,2.8600000000000017,5.0,779.0,-1895.7029059748893,0.819,2.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_10.csv
False,False,True,True,False,2.7600000000000016,8000.0,1093.0,False,0.02,8000,11,8000.0,2.7600000000000016,4.0,1093.0,-2494.9983551658293,0.589,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_11.csv
False,False,True,True,False,3.0500000000000016,8000.0,364.0,False,0.02,8000,12,8000.0,3.0500000000000016,8.0,364.0,-1017.138658818218,0.839,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_12.csv
False,False,True,True,False,2.9200000000000017,8000.0,579.0,False,0.02,8000,13,8000.0,2.9200000000000017,6.0,579.0,-1495.8571896675803,0.264,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_13.csv
False,False,True,True,False,2.870000000000002,8000.0,547.0,False,0.02,8000,14,8000.0,2.870000000000002,6.0,547.0,-1437.8849684788288,0.753,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_14.csv
False,False,True,True,False,3.0200000000000014,8000.0,412.0,False,0.02,8000,15,8000.0,3.0200000000000014,7.0,412.0,-1099.9913724099206,0.814,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_15.csv
False,False,True,True,False,2.7500000000000018,8000.0,1112.0,False,0.02,8000,16,8000.0,2.7500000000000018,4.0,1112.0,-2546.135978366526,0.432,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_16.csv
False,False,True,True,False,2.8600000000000017,8000.0,768.0,False,0.02,8000,17,8000.0,2.8600000000000017,5.0,768.0,-1869.005762402413,0.955,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_17.csv
False,False,False,False,False,2.700000000000001,8000.0,1070.0,True,0.02,8000,18,8000.0,2.700000000000001,4.0,1070.0,-2499.852071359509,0.053,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_18.csv
False,False,True,True,False,2.7500000000000018,8000.0,1079.0,False,0.02,8000,19,8000.0,2.7500000000000018,4.0,1079.0,-2465.6324145613976,0.688,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_19.csv
False,False,True,True,False,2.9400000000000017,8000.0,422.0,False,0.02,8000,2,8000.0,2.9400000000000017,7.0,422.0,-1154.7123626579098,0.897,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_2.csv
False,False,True,True,False,3.040000000000002,8000.0,337.0,False,0.02,8000,20,8000.0,3.040000000000002,8.0,337.0,-942.2440002327356,0.609,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_20.csv
False,False,True,True,False,3.070000000000002,8000.0,240.0,False,0.02,8000,21,8000.0,3.070000000000002,10.0,240.0,-723.1708676112842,0.769,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_21.csv
False,False,False,False,False,2.7300000000000013,8000.0,1102.0,True,0.02,8000,22,8000.0,2.7300000000000013,4.0,1102.0,-2540.74172141144,0.039,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_22.csv
False,False,False,False,False,2.7500000000000018,8000.0,1141.0,True,0.02,8000,23,8000.0,2.7500000000000018,4.0,1141.0,-2607.861044533162,0.014,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_23.csv
False,False,False,False,False,2.4400000000000013,8000.0,3389.0,True,0.02,8000,24,8000.0,2.4400000000000013,2.0,3389.0,-6201.205294280032,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_24.csv
False,False,True,True,False,3.1000000000000014,8000.0,320.0,False,0.02,8000,25,8000.0,3.1000000000000014,8.0,320.0,-881.4599845980808,0.722,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_25.csv
False,False,True,True,False,3.030000000000002,8000.0,430.0,False,0.02,8000,26,8000.0,3.030000000000002,7.0,430.0,-1145.3144599288603,0.529,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_26.csv
False,False,True,True,False,3.0100000000000016,8000.0,445.0,False,0.02,8000,27,8000.0,3.0100000000000016,7.0,445.0,-1192.4740014847523,0.545,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_27.csv
False,False,False,False,False,2.620000000000001,8000.0,1766.0,True,0.02,8000,28,8000.0,2.620000000000001,3.0,1766.0,-3694.6707005810113,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_28.csv
False,False,False,False,False,2.8400000000000016,8000.0,747.0,True,0.02,8000,29,8000.0,2.8400000000000016,5.0,747.0,-1832.7514171685057,0.08,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_29.csv
False,False,True,True,False,2.890000000000001,8000.0,565.0,False,0.02,8000,3,8000.0,2.890000000000001,6.0,565.0,-1475.4021386346358,0.524,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_3.csv
False,False,True,True,False,3.1000000000000014,8000.0,263.0,False,0.02,8000,30,8000.0,3.1000000000000014,10.0,263.0,-786.9844035041015,0.724,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_30.csv
False,False,True,True,False,2.9400000000000017,8000.0,564.0,False,0.02,8000,4,8000.0,2.9400000000000017,6.0,564.0,-1451.180722718941,0.999,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_4.csv
False,False,False,False,False,2.7500000000000018,8000.0,1116.0,True,0.02,8000,5,8000.0,2.7500000000000018,4.0,1116.0,-2554.742238554035,0.001,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_5.csv
False,False,False,False,False,2.7100000000000017,8000.0,1188.0,True,0.02,8000,6,8000.0,2.7100000000000017,4.0,1188.0,-2763.5316262982456,0.041,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.02_iteration_6.csv
False,False,True,True,False,3.0000000000000018,8000.0,348.0,False,0.02,8000,7,8000.0,3.0000000000000018,8.0,348.0,-983.3920310752056,0.815,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_7.csv
False,False,True,True,False,3.040000000000002,8000.0,294.0,False,0.02,8000,8,8000.0,3.040000000000002,9.0,294.0,-859.7309342957326,0.672,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_8.csv
False,False,True,True,False,2.7700000000000014,8000.0,1095.0,False,0.02,8000,9,8000.0,2.7700000000000014,4.0,1095.0,-2482.98674547304,0.168,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.02_iteration_9.csv
False,False,True,True,False,2.8100000000000014,8000.0,829.0,False,0.03,8000,1,8000.0,2.8100000000000014,5.0,829.0,-2052.145911616968,0.224,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.03_iteration_1.csv
False,False,False,False,False,2.300000000000001,8000.0,3704.0,True,0.03,8000,10,8000.0,2.300000000000001,2.0,3704.0,-7405.240868237426,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.03_iteration_10.csv
False,False,True,True,False,3.080000000000002,8000.0,437.0,False,0.03,8000,11,8000.0,3.080000000000002,8.0,437.0,-1209.8053013931576,0.352,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_11.csv
False,False,True,True,False,2.9800000000000018,8000.0,378.0,False,0.03,8000,12,8000.0,2.9800000000000018,9.0,378.0,-1120.3045822381282,0.113,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_12.csv
False,False,False,False,False,2.4200000000000013,8000.0,2058.0,True,0.03,8000,13,8000.0,2.4200000000000013,3.0,2058.0,-4741.387973795076,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.03_iteration_13.csv
False,False,True,True,False,2.990000000000002,8000.0,336.0,False,0.03,8000,14,8000.0,2.990000000000002,10.0,336.0,-1031.110970228057,0.351,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_14.csv
False,False,True,True,False,3.120000000000002,8000.0,288.0,False,0.03,8000,15,8000.0,3.120000000000002,10.0,288.0,-856.9460428802454,0.603,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_15.csv
False,False,True,True,True,3.1300000000000017,8000.0,242.0,False,0.03,8000,16,8000.0,3.1300000000000017,11.0,242.0,-741.888607081866,0.298,1.0,0.0,2.0,0.0,degree_8000_prob_a_0.03_iteration_16.csv
False,False,False,False,False,2.300000000000001,8000.0,3672.0,True,0.03,8000,17,8000.0,2.300000000000001,2.0,3672.0,-7335.900398027262,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.03_iteration_17.csv
False,False,True,True,False,2.8800000000000017,8000.0,417.0,False,0.03,8000,18,8000.0,2.8800000000000017,8.0,417.0,-1219.5797761522065,0.859,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_18.csv
False,False,True,True,False,2.950000000000002,8000.0,728.0,False,0.03,8000,19,8000.0,2.950000000000002,6.0,728.0,-1866.8405394256583,0.431,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_19.csv
False,False,False,False,False,2.5900000000000016,8000.0,2007.0,True,0.03,8000,2,8000.0,2.5900000000000016,3.0,2007.0,-4264.703551766771,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.03_iteration_2.csv
False,False,True,True,True,3.110000000000002,8000.0,134.0,False,0.03,8000,20,8000.0,3.110000000000002,14.0,134.0,-446.0510516495736,0.647,0.0,0.0,0.0,0.0,degree_8000_prob_a_0.03_iteration_20.csv
False,False,True,True,False,3.230000000000002,8000.0,182.0,False,0.03,8000,21,8000.0,3.230000000000002,13.0,182.0,-577.4788322026159,0.811,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_21.csv
False,False,True,True,False,2.9200000000000017,8000.0,441.0,False,0.03,8000,22,8000.0,2.9200000000000017,8.0,441.0,-1275.5078620426084,0.6,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_22.csv
False,False,True,True,False,2.950000000000002,8000.0,531.0,False,0.03,8000,23,8000.0,2.950000000000002,7.0,531.0,-1447.79025632175,0.709,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_23.csv
False,False,True,True,False,2.8600000000000017,8000.0,680.0,False,0.03,8000,24,8000.0,2.8600000000000017,6.0,680.0,-1793.0339710232147,0.317,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_24.csv
False,False,False,False,False,2.4200000000000013,8000.0,2071.0,True,0.03,8000,25,8000.0,2.4200000000000013,3.0,2071.0,-4777.571311470338,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.03_iteration_25.csv
False,False,True,True,False,2.930000000000001,8000.0,635.0,False,0.03,8000,26,8000.0,2.930000000000001,6.0,635.0,-1636.8685984024205,0.294,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_26.csv
False,False,True,True,False,2.950000000000002,8000.0,706.0,False,0.03,8000,27,8000.0,2.950000000000002,6.0,706.0,-1806.3696435442512,0.272,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_27.csv
False,False,False,False,False,2.8100000000000014,8000.0,899.0,True,0.03,8000,28,8000.0,2.8100000000000014,5.0,899.0,-2228.1366240656644,0.066,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_28.csv
False,False,True,True,True,3.180000000000001,8000.0,179.0,False,0.03,8000,29,8000.0,3.180000000000001,12.0,179.0,-559.7340263839956,0.425,1.0,0.0,0.0,0.0,degree_8000_prob_a_0.03_iteration_29.csv
False,False,True,True,True,3.0100000000000016,8000.0,366.0,False,0.03,8000,3,8000.0,3.0100000000000016,9.0,366.0,-1076.405985354144,0.618,1.0,0.0,0.0,0.0,degree_8000_prob_a_0.03_iteration_3.csv
False,False,True,True,False,3.1300000000000017,8000.0,159.0,False,0.03,8000,30,8000.0,3.1300000000000017,12.0,159.0,-502.1789850967001,0.935,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_30.csv
False,False,True,True,False,2.9200000000000017,8000.0,491.0,False,0.03,8000,4,8000.0,2.9200000000000017,7.0,491.0,-1351.1768929398831,0.239,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_4.csv
False,False,False,False,False,2.5000000000000013,8000.0,2029.0,True,0.03,8000,5,8000.0,2.5000000000000013,3.0,2029.0,-4487.755770464732,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.03_iteration_5.csv
False,False,True,True,False,2.870000000000002,8000.0,870.0,False,0.03,8000,6,8000.0,2.870000000000002,5.0,870.0,-2115.4295299240807,0.284,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_6.csv
False,False,True,True,False,3.110000000000002,8000.0,115.0,False,0.03,8000,7,8000.0,3.110000000000002,15.0,115.0,-391.7332293514184,0.654,2.0,0.0,-1.0,0.0,degree_8000_prob_a_0.03_iteration_7.csv
False,False,False,False,False,2.5400000000000014,8000.0,2056.0,True,0.03,8000,8,8000.0,2.5400000000000014,3.0,2056.0,-4458.311375050302,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.03_iteration_8.csv
False,False,True,True,True,3.0100000000000016,8000.0,338.0,False,0.03,8000,9,8000.0,3.0100000000000016,9.0,338.0,-994.5373661980296,0.14,1.0,0.0,0.0,0.0,degree_8000_prob_a_0.03_iteration_9.csv
True,True,True,True,True,2.990000000000002,8000.0,397.0,False,0.04,8000,1,8000.0,2.990000000000002,9.0,397.0,-1176.076902735678,0.375,1.0,0.0,1.0,0.0,degree_8000_prob_a_0.04_iteration_1.csv
False,False,False,False,False,2.360000000000001,8000.0,2301.0,True,0.04,8000,10,8000.0,2.360000000000001,3.0,2301.0,-5485.448882480135,0.0,2.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_10.csv
False,False,True,True,False,2.8600000000000017,8000.0,761.0,False,0.04,8000,11,8000.0,2.8600000000000017,6.0,761.0,-2001.338362676744,0.961,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_11.csv
False,False,True,True,False,3.1700000000000017,8000.0,169.0,False,0.04,8000,12,8000.0,3.1700000000000017,14.0,169.0,-556.2563555095912,0.93,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_12.csv
False,False,True,True,True,3.150000000000002,8000.0,299.0,False,0.04,8000,13,8000.0,3.150000000000002,11.0,299.0,-913.6274460581976,0.247,1.0,0.0,0.0,0.0,degree_8000_prob_a_0.04_iteration_13.csv
False,False,False,False,False,2.430000000000001,8000.0,2321.0,True,0.04,8000,14,8000.0,2.430000000000001,3.0,2321.0,-5318.925842920289,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_14.csv
False,False,True,True,False,3.0000000000000018,8000.0,554.0,False,0.04,8000,15,8000.0,3.0000000000000018,7.0,554.0,-1488.89253283994,0.691,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_15.csv
False,False,True,True,False,3.3000000000000016,8000.0,222.0,False,0.04,8000,16,8000.0,3.3000000000000016,13.0,222.0,-694.4216851878107,0.968,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_16.csv
False,False,True,True,False,3.290000000000002,8000.0,116.0,False,0.04,8000,17,8000.0,3.290000000000002,16.0,116.0,-388.5311824755315,0.412,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_17.csv
False,False,False,False,False,2.570000000000001,8000.0,1518.0,True,0.04,8000,18,8000.0,2.570000000000001,4.0,1518.0,-3733.082398903553,0.008,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_18.csv
False,False,False,False,False,2.4800000000000013,8000.0,2281.0,True,0.04,8000,19,8000.0,2.4800000000000013,3.0,2281.0,-5095.4549831085205,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_19.csv
False,False,True,True,False,3.1700000000000017,8000.0,227.0,False,0.04,8000,2,8000.0,3.1700000000000017,13.0,227.0,-729.8169280065622,0.913,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_2.csv
False,False,False,False,False,2.8000000000000016,8000.0,1081.0,True,0.04,8000,20,8000.0,2.8000000000000016,5.0,1081.0,-2689.712544753206,0.069,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_20.csv
False,False,False,False,False,2.450000000000001,8000.0,2236.0,True,0.04,8000,21,8000.0,2.450000000000001,3.0,2236.0,-5066.11666972712,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_21.csv
False,False,True,True,True,3.3800000000000017,8000.0,240.0,False,0.04,8000,22,8000.0,3.3800000000000017,12.0,240.0,-719.7633715432091,0.884,1.0,0.0,1.0,0.0,degree_8000_prob_a_0.04_iteration_22.csv
False,False,True,True,False,3.230000000000002,8000.0,146.0,False,0.04,8000,23,8000.0,3.230000000000002,17.0,146.0,-503.9930321318048,0.671,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_23.csv
False,False,False,False,False,2.6000000000000014,8000.0,1075.0,True,0.04,8000,24,8000.0,2.6000000000000014,5.0,1075.0,-2873.661270819001,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_24.csv
False,False,True,True,True,3.150000000000002,8000.0,193.0,False,0.04,8000,25,8000.0,3.150000000000002,13.0,193.0,-623.5617837022994,0.399,1.0,0.0,0.0,0.0,degree_8000_prob_a_0.04_iteration_25.csv
False,False,True,True,True,3.230000000000002,8000.0,252.0,False,0.04,8000,26,8000.0,3.230000000000002,12.0,252.0,-779.7243308021048,0.83,2.0,0.0,1.0,0.0,degree_8000_prob_a_0.04_iteration_26.csv
False,False,True,True,False,2.990000000000002,8000.0,273.0,False,0.04,8000,27,8000.0,2.990000000000002,10.0,273.0,-837.1561109710697,0.477,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_27.csv
False,False,True,True,False,2.930000000000001,8000.0,542.0,False,0.04,8000,28,8000.0,2.930000000000001,7.0,542.0,-1486.3410105631328,0.349,1.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_28.csv
False,False,True,True,False,3.240000000000002,8000.0,201.0,False,0.04,8000,29,8000.0,3.240000000000002,13.0,201.0,-637.3721050655081,0.426,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_29.csv
False,False,False,False,False,2.450000000000001,8000.0,2290.0,True,0.04,8000,3,8000.0,2.450000000000001,3.0,2290.0,-5208.026883294879,0.002,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_3.csv
False,False,True,True,False,3.400000000000002,8000.0,216.0,False,0.04,8000,30,8000.0,3.400000000000002,13.0,216.0,-663.3657507937432,0.193,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_30.csv
False,False,True,True,False,3.080000000000002,8000.0,365.0,False,0.04,8000,4,8000.0,3.080000000000002,10.0,365.0,-1097.607269441657,0.206,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_4.csv
False,False,False,False,False,2.490000000000001,8000.0,1557.0,True,0.04,8000,5,8000.0,2.490000000000001,4.0,1557.0,-3967.9533950657815,0.0,1.0,-1.0,0.0,-1.0,degree_8000_prob_a_0.04_iteration_5.csv
False,False,True,True,False,3.150000000000002,8000.0,325.0,False,0.04,8000,6,8000.0,3.150000000000002,11.0,325.0,-991.8529836192564,0.736,1.0,0.0,-1.0,0.0,degree_8000_prob_a_0.04_iteration_6.csv
False,False,False,False,False,2.7300000000000013,8000.0,802.0,True,0.04,8000,7,8000.0,2.7300000000000013,6.0,802.0,-2198.065224326489,0.0,2.0,0.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_7.csv
False,False,False,False,False,2.4600000000000013,8000.0,1556.0,True,0.04,8000,8,8000.0,2.4600000000000013,4.0,1556.0,-4014.575584139293,0.001,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_8.csv
False,False,False,False,False,2.5600000000000014,8000.0,1484.0,True,0.04,8000,9,8000.0,2.5600000000000014,4.0,1484.0,-3661.281663695415,0.0,1.0,-1.0,-1.0,-1.0,degree_8000_prob_a_0.04_iteration_9.csv
